Date,Value
2012-12-31,43.09036566
2010-12-31,47.1695745
2008-12-31,70.74215157
2006-12-31,70.90616232
2004-12-31,73.07288172
2002-12-31,73.23831416
1998-12-31,72.00794709
1993-12-31,67.64570285
